# lemma	POS	count  (unique names/epithets in the RV sample, by frequency)
indra	NOUN	438
agni	NOUN	364
deva	NOUN	331
soma	NOUN	218
div	NOUN	177
ap	NOUN	169
go	NOUN	158
ratha	NOUN	138
sūrya	NOUN	120
pitṛ	NOUN	114
aśva	NOUN	96
mitra	NOUN	94
vāja	NOUN	89
yajña	NOUN	88
nṛ	NOUN	76
bṛhat	ADJ	74
sindhu	NOUN	72
marut	NOUN	69
mada	NOUN	69
jana	NOUN	69
ṛta	NOUN	68
gir	NOUN	68
varuṇa	NOUN	67
sakhi	NOUN	67
pṛthivī	NOUN	65
brahman	NOUN	65
aśvin	NOUN	64
viśva	ADJ	63
rājan	NOUN	63
vasu	NOUN	61
manas	NOUN	61
pati	NOUN	61
vṛṣan	NOUN	57
indu	NOUN	55
uṣas	NOUN	53
ūti	NOUN	53
dhī	NOUN	52
mātṛ	NOUN	52
putra	NOUN	52
mah	ADJ	51
atya	NOUN	51
priya	ADJ	51
hotṛ	NOUN	50
kratu	NOUN	49
dhenu	NOUN	49
adhvara	NOUN	47
stoma	NOUN	46
vīra	NOUN	46
rai	NOUN	46
rayi	NOUN	45
havis	NOUN	44
viś	NOUN	42
samudra	NOUN	41
vṛtra	NOUN	39
śavas	NOUN	39
svar	NOUN	39
madhu	NOUN	38
yama	NOUN	38
vrata	NOUN	37
śuci	ADJ	37
avas	NOUN	37
puru	ADJ	37
bhadra	ADJ	35
uktha	NOUN	35
uru	ADJ	35
ugra	ADJ	35
prathama	ADJ	35
amṛta	ADJ	35
jyotis	NOUN	35
pathin	NOUN	35
barhis	NOUN	34
savitṛ	NOUN	34
vṛṣabha	NOUN	34
sarasvatī	NOUN	34
tanū	NOUN	34
bṛhaspati	NOUN	34
mahat	ADJ	33
śūra	NOUN	33
payas	NOUN	33
ghṛta	NOUN	33
namas	NOUN	32
citra	ADJ	32
vājin	ADJ	32
kavi	NOUN	31
svasti	NOUN	31
mati	NOUN	31
mahi	ADJ	31
jātavedas	NOUN	31
maghavan	ADJ	31
yoni	NOUN	30
vipra	NOUN	30
parvata	NOUN	30
rajas	NOUN	30
bhuvana	NOUN	30
ūrmi	NOUN	30
vana	NOUN	30
garbha	NOUN	30
sūnu	NOUN	29
vāyu	NOUN	29
pada	NOUN	29
maghavan	NOUN	29
rudra	NOUN	29
aṃhas	NOUN	29
samāna	ADJ	29
dhana	NOUN	29
vajra	NOUN	28
vatsa	NOUN	28
vasu	ADJ	28
satya	ADJ	27
rādhas	NOUN	27
sakhya	NOUN	27
tamas	NOUN	27
vāra	NOUN	27
hava	NOUN	26
raśmi	NOUN	26
ṛṣi	NOUN	25
śukra	ADJ	25
vāc	NOUN	25
dhārā	NOUN	25
suta	NOUN	24
hari	NOUN	24
pūṣan	NOUN	24
ahi	NOUN	24
ojas	NOUN	24
śrī	NOUN	24
iṣ	NOUN	24
vāta	NOUN	24
manīṣā	NOUN	24
adri	NOUN	24
madhumat	ADJ	24
ahar	NOUN	23
pīti	NOUN	23
dakṣa	NOUN	23
marta	NOUN	23
aruṣa	ADJ	23
sumati	NOUN	23
anna	NOUN	23
havya	NOUN	23
śiśu	NOUN	23
arvant	NOUN	22
divya	ADJ	22
vaiśvānara	NOUN	22
vājin	NOUN	22
bhānu	NOUN	22
ṛtu	NOUN	21
sahas	NOUN	21
aditi	NOUN	21
vidatha	NOUN	21
śarman	NOUN	21
oṣadhī	NOUN	21
ūdhas	NOUN	21
sudānu	ADJ	20
upastha	NOUN	20
śravas	NOUN	20
dūta	NOUN	20
ajara	ADJ	20
āyu	NOUN	20
cāru	ADJ	20
rodas	NOUN	20
vayas	NOUN	20
pūrvya	ADJ	20
yajñiya	ADJ	20
sva	ADJ	20
ari	ADJ	20
diva	NOUN	19
gopā	NOUN	19
jaritṛ	NOUN	19
marya	NOUN	19
paśu	NOUN	19
manus	NOUN	19
hṛd	NOUN	19
sumna	NOUN	19
śuṣma	NOUN	19
asura	NOUN	19
sāti	NOUN	19
bhāga	NOUN	19
pavitra	NOUN	19
vasiṣṭha	NOUN	19
ratna	NOUN	18
ketu	NOUN	18
sūri	NOUN	18
vīrya	NOUN	18
ṛbhu	NOUN	18
agra	NOUN	18
viṣṇu	NOUN	17
vi	NOUN	17
śatru	NOUN	17
aktu	NOUN	17
rathya	ADJ	17
āditya	NOUN	17
svadhā	NOUN	17
napāt	NOUN	17
han	ADJ	17
sapti	NOUN	17
vacas	NOUN	17
śocis	NOUN	17
nadī	NOUN	17
āśu	ADJ	17
bhaga	NOUN	17
nāman	NOUN	17
āyus	NOUN	17
hasta	NOUN	16
savana	NOUN	16
kāma	NOUN	16
śatakratu	NOUN	16
akṣa	NOUN	16
stotṛ	ADJ	16
rodasī	NOUN	16
svasṛ	NOUN	16
vipra	ADJ	16
martya	NOUN	16
yavasa	NOUN	16
cakra	NOUN	16
bhūri	ADJ	16
revat	ADJ	16
devī	NOUN	16
hari	ADJ	16
vid	ADJ	15
pravat	NOUN	15
deva	ADJ	15
mahiman	NOUN	15
tman	NOUN	15
subhaga	ADJ	15
āji	NOUN	15
adhvaryu	NOUN	15
sadana	NOUN	15
atri	NOUN	15
mitrāvaruṇa	NOUN	14
karman	NOUN	14
cakṣus	NOUN	14
dhīti	NOUN	14
aryaman	NOUN	14
pṛthu	ADJ	14
ūrdhva	ADJ	14
vajrin	NOUN	14
tvaṣṭṛ	NOUN	14
sānu	NOUN	14
bāhu	NOUN	14
hiraṇyaya	ADJ	14
aha	NOUN	14
mānuṣa	ADJ	14
arka	NOUN	14
ṛṣva	ADJ	14
sarga	NOUN	14
vara	NOUN	14
dhāman	NOUN	14
ṛtāvan	ADJ	14
yāman	NOUN	14
andhas	NOUN	14
gṛha	NOUN	14
dama	NOUN	13
dā	ADJ	13
grāvan	NOUN	13
cakṣas	NOUN	13
durita	NOUN	13
dhanvan	NOUN	13
brahmaṇaspati	NOUN	13
pāvaka	ADJ	13
janman	NOUN	13
giri	NOUN	13
bhūmi	NOUN	13
rūpa	NOUN	13
devayu	ADJ	13
pṛtanā	NOUN	13
haryata	ADJ	13
vṛkṣa	NOUN	13
manman	NOUN	13
vṛjana	NOUN	13
vṛṣan	ADJ	13
gātu	NOUN	13
śam	NOUN	13
aṅgiras	NOUN	12
peśas	NOUN	12
gomat	ADJ	12
uttara	ADJ	12
vidyut	NOUN	12
kṛṣṇa	ADJ	12
vṛṣṭi	NOUN	12
parjanya	NOUN	12
tveṣa	ADJ	12
pur	NOUN	12
yoṣā	NOUN	12
pṛṣṭha	NOUN	12
ruśat	ADJ	12
bhṛgu	NOUN	12
atithi	NOUN	12
arati	NOUN	12
ūrj	NOUN	12
ukṣan	NOUN	12
rakṣas	NOUN	12
janitṛ	NOUN	12
vraja	NOUN	12
kośa	NOUN	12
sadhastha	NOUN	12
śaṃsa	NOUN	12
spārha	ADJ	12
kāvya	NOUN	12
arāti	NOUN	12
pā	ADJ	12
mahiṣa	NOUN	12
vīti	NOUN	12
marutvat	ADJ	12
śuna	NOUN	12
prajā	NOUN	12
sā	ADJ	12
jīva	ADJ	12
satpati	NOUN	12
darśata	ADJ	11
prayas	NOUN	11
vṛtrahan	NOUN	11
vadha	NOUN	11
martya	ADJ	11
parāvat	NOUN	11
amṛta	NOUN	11
māruta	ADJ	11
rocana	NOUN	11
vayā	NOUN	11
nābhi	NOUN	11
kṣiti	NOUN	11
dhruva	ADJ	11
raṇva	ADJ	11
jani	NOUN	11
yajatra	ADJ	11
arvāñc	ADJ	11
kāru	NOUN	11
haviṣmat	ADJ	11
dyāvāpṛthivī	NOUN	11
yaviṣṭha	ADJ	11
antarikṣa	NOUN	11
draviṇa	NOUN	11
sani	NOUN	11
vastu	NOUN	11
aṃśu	NOUN	11
somya	ADJ	11
suṣṭuti	NOUN	11
yuvan	ADJ	11
kalaśa	NOUN	11
kṣaya	NOUN	10
sūra	NOUN	10
parama	ADJ	10
manu	NOUN	10
śubhra	ADJ	10
yajata	ADJ	10
kaṇva	NOUN	10
sajoṣas	ADJ	10
śreṣṭha	ADJ	10
pratyañc	ADJ	10
uttama	ADJ	10
abhiṣṭi	NOUN	10
dyumna	NOUN	10
vivasvant	NOUN	10
śeva	ADJ	10
mūrdhan	NOUN	10
yuvan	NOUN	10
nitya	ADJ	10
vedhas	NOUN	10
sādhu	ADJ	10
dasma	NOUN	10
apas	NOUN	10
jīra	ADJ	10
tantu	NOUN	10
sāman	NOUN	10
pratna	ADJ	10
jyeṣṭha	ADJ	10
rasa	NOUN	10
jrayas	NOUN	10
nāsatya	NOUN	10
kṣetra	NOUN	10
jāyā	NOUN	10
oka	NOUN	9
dhā	ADJ	9
yuj	NOUN	9
manyu	NOUN	9
dānu	NOUN	9
dīrgha	ADJ	9
patnī	NOUN	9
paṇi	NOUN	9
śloka	NOUN	9
hiraṇya	NOUN	9
mānuṣa	NOUN	9
yoga	NOUN	9
vārya	NOUN	9
yūtha	NOUN	9
kṛt	ADJ	9
ghṛtavat	ADJ	9
saṃdṛś	NOUN	9
pratīka	NOUN	9
jāra	NOUN	9
asta	NOUN	9
tura	ADJ	9
nava	ADJ	9
praketa	NOUN	9
bhara	NOUN	9
aśman	NOUN	9
gabhasti	NOUN	9
varṇa	NOUN	9
tavas	ADJ	9
yuj	ADJ	9
śardhas	NOUN	9
yuga	NOUN	9
ubhaya	ADJ	9
bhūman	NOUN	9
adhvan	NOUN	9
āśir	NOUN	9
tanu	NOUN	9
nirṇij	NOUN	9
tanaya	ADJ	9
śiva	ADJ	9
niyut	NOUN	9
nau	NOUN	9
durga	NOUN	9
āyudha	NOUN	9
bhrātṛ	NOUN	9
mṛtyu	NOUN	9
pṛśni	NOUN	8
maṃhiṣṭha	ADJ	8
nimna	NOUN	8
jā	ADJ	8
māyā	NOUN	8
madhya	NOUN	8
suvita	NOUN	8
dviṣ	ADJ	8
toka	NOUN	8
mahas	NOUN	8
dasyu	NOUN	8
suvṛkti	NOUN	8
dhṛṣṇu	ADJ	8
juhū	NOUN	8
pājas	NOUN	8
tva	NOUN	8
vibhāvan	ADJ	8
dāna	NOUN	8
satvan	NOUN	8
rukma	NOUN	8
dvār	NOUN	8
vahni	NOUN	8
ās	NOUN	8
daivya	ADJ	8
ariṣṭa	ADJ	8
hṛdaya	NOUN	8
iṣira	ADJ	8
adrivat	ADJ	8
tigma	ADJ	8
dhīra	ADJ	8
mayobhu	ADJ	8
ātman	NOUN	8
rāti	NOUN	8
bhās	NOUN	8
trita	NOUN	8
kutsa	NOUN	8
āpi	NOUN	8
kitava	NOUN	8
mahan	NOUN	8
yuvati	NOUN	8
iḍā	NOUN	8
anamīva	ADJ	8
retas	NOUN	8
avitṛ	ADJ	8
narya	ADJ	8
gharma	NOUN	8
dhur	NOUN	8
kṛtvya	ADJ	8
yoṣaṇā	NOUN	8
mahitva	NOUN	8
śacī	NOUN	8
duhitṛ	NOUN	8
tuvi	ADJ	7
draviṇas	NOUN	7
hiraṇya	ADJ	7
artha	NOUN	7
navyas	ADJ	7
nṛmṇa	NOUN	7
taraṇi	ADJ	7
bhū	NOUN	7
kṣatra	NOUN	7
dakṣa	ADJ	7
amartya	ADJ	7
jambha	NOUN	7
yajiṣṭha	ADJ	7
nṛtama	ADJ	7
kṛṣṭi	NOUN	7
avani	NOUN	7
pārthiva	ADJ	7
vapus	NOUN	7
śubh	NOUN	7
yava	NOUN	7
samad	NOUN	7
duroṇa	NOUN	7
vedas	NOUN	7
pramati	NOUN	7
mandra	ADJ	7
adbhuta	ADJ	7
rathī	ADJ	7
eva	NOUN	7
dhiṣaṇā	NOUN	7
nidhi	NOUN	7
tvac	NOUN	7
mṛdh	NOUN	7
mātariśvan	NOUN	7
svana	NOUN	7
ina	ADJ	7
sadas	NOUN	7
sadhamāda	NOUN	7
anīka	NOUN	7
kṣumat	ADJ	7
jihvā	NOUN	7
āsuti	NOUN	7
vājayu	ADJ	7
ṛbhukṣan	NOUN	7
pāra	NOUN	7
vyuṣṭi	NOUN	7
yāma	NOUN	7
puruhūta	NOUN	7
yaśas	NOUN	7
janiman	NOUN	7
parijman	ADJ	7
saras	NOUN	7
pad	NOUN	7
bhojana	NOUN	7
vāma	ADJ	7
yātu	NOUN	7
viśvāyu	ADJ	7
viṣvañc	ADJ	7
girvaṇas	ADJ	7
vṛdha	ADJ	7
apsujit	ADJ	7
avyaya	ADJ	7
nirṛti	NOUN	7
niṣkṛta	NOUN	6
riśādas	ADJ	6
apas	ADJ	6
vasyas	NOUN	6
iṣṭi	NOUN	6
budhna	NOUN	6
śuṣmin	ADJ	6
vāśra	ADJ	6
nāka	NOUN	6
rātri	NOUN	6
jagant	NOUN	6
saubhaga	NOUN	6
āsya	NOUN	6
ukthya	ADJ	6
gaṇa	NOUN	6
pracetas	ADJ	6
suga	NOUN	6
nārī	NOUN	6
madhumattama	ADJ	6
sadman	NOUN	6
taviṣī	NOUN	6
devatāti	NOUN	6
tapus	NOUN	6
pūru	NOUN	6
arṇas	NOUN	6
ghora	ADJ	6
majman	NOUN	6
vakṣas	NOUN	6
ṛṣṭi	NOUN	6
utsa	NOUN	6
kṣema	NOUN	6
śveta	ADJ	6
senā	NOUN	6
nyāñc	ADJ	6
yahva	ADJ	6
jāmi	ADJ	6
hita	ADJ	6
dāvan	ADJ	6
prajāvat	ADJ	6
medha	NOUN	6
ṛjīṣin	ADJ	6
usrā	NOUN	6
bhīma	ADJ	6
atka	NOUN	6
tejiṣṭha	ADJ	6
dampati	NOUN	6
śīrṣan	NOUN	6
vyoman	NOUN	6
arvan	NOUN	6
suparṇa	NOUN	6
mayas	NOUN	6
pravatvat	ADJ	6
puraṃdhi	NOUN	6
purūvasu	ADJ	6
śamī	NOUN	6
adruh	ADJ	6
svasara	NOUN	6
upara	ADJ	6
dviṣ	NOUN	6
vasūyu	ADJ	6
śiprā	NOUN	6
enas	NOUN	6
śarad	NOUN	6
bhoja	ADJ	6
dakṣiṇā	NOUN	6
tvāvat	ADJ	6
anāgas	ADJ	6
nid	NOUN	6
dūra	NOUN	6
dhartṛ	NOUN	6
dveṣas	NOUN	6
kṣoṇī	NOUN	6
śṛṅga	NOUN	6
śacīvat	ADJ	6
harivat	ADJ	6
drapsa	NOUN	6
śūṣa	NOUN	6
pauṃsya	NOUN	6
vājinīvat	ADJ	6
vartani	NOUN	6
ṛjra	ADJ	6
somin	ADJ	6
loka	NOUN	6
śakra	NOUN	6
camū	NOUN	6
sotṛ	ADJ	6
indriya	ADJ	6
bhṛt	ADJ	6
abhra	NOUN	6
yaśas	ADJ	5
nara	NOUN	5
ṛtāvṛdh	ADJ	5
sūnṛtā	NOUN	5
matsara	ADJ	5
turīya	ADJ	5
vāhas	ADJ	5
śaṃtama	ADJ	5
adābhya	ADJ	5
dharma	NOUN	5
āghṛṇi	ADJ	5
vyacas	NOUN	5
vakṣaṇā	NOUN	5
māyin	ADJ	5
śyena	NOUN	5
vāśrā	NOUN	5
gāyatra	NOUN	5
asāmi	ADJ	5
vicakṣaṇa	ADJ	5
hatya	NOUN	5
apatya	NOUN	5
atasa	NOUN	5
vanin	NOUN	5
varūtha	NOUN	5
svarvat	ADJ	5
śambara	NOUN	5
arepas	ADJ	5
añji	NOUN	5
dhuni	ADJ	5
ama	NOUN	5
kṣodas	NOUN	5
pitu	NOUN	5
pṛkṣ	NOUN	5
adabdha	ADJ	5
abhiśasti	NOUN	5
vicetas	ADJ	5
arvācīna	ADJ	5
gabhīra	ADJ	5
dakṣāyya	ADJ	5
vṛṣṇya	NOUN	5
riṣ	NOUN	5
jaṭhara	NOUN	5
hotrā	NOUN	5
sthira	ADJ	5
vājasāti	NOUN	5
paraśu	NOUN	5
divodāsa	NOUN	5
navya	ADJ	5
śagma	ADJ	5
āṅgūṣa	NOUN	5
sruc	NOUN	5
praśasti	NOUN	5
ṛkvan	ADJ	5
nabhas	NOUN	5
dugha	ADJ	5
aruṇa	ADJ	5
daṃsas	NOUN	5
ruc	NOUN	5
sahasrin	ADJ	5
ścandra	ADJ	5
dyumat	ADJ	5
vaśā	NOUN	5
dru	NOUN	5
sarpis	NOUN	5
mīḍhvas	ADJ	5
maha	ADJ	5
radhra	ADJ	5
grāma	NOUN	5
cyut	ADJ	5
pradiv	ADJ	5
navīyas	ADJ	5
vīḍu	ADJ	5
prasiti	NOUN	5
raśanā	NOUN	5
āgas	NOUN	5
dāman	NOUN	5
śravasyu	ADJ	5
mṛga	NOUN	5
mantra	NOUN	5
yajatha	NOUN	5
prasava	NOUN	5
janus	NOUN	5
dasra	NOUN	5
sānasi	ADJ	5
anas	NOUN	5
aśvin	ADJ	5
tūya	ADJ	5
hantama	ADJ	5
bharata	NOUN	5
bandhu	NOUN	5
anta	NOUN	5
vaśa	NOUN	5
bheṣaja	NOUN	5
satya	NOUN	5
avṛka	ADJ	5
ad	ADJ	5
vajrivat	ADJ	5
dadhi	NOUN	5
vipaścit	ADJ	5
vāsas	NOUN	5
dharman	NOUN	5
kṣam	NOUN	5
kṣā	NOUN	5
payasvat	ADJ	5
ṛtvij	NOUN	4
poṣa	NOUN	4
pakva	ADJ	4
potra	NOUN	4
udara	NOUN	4
vadhar	NOUN	4
kāṣṭhā	NOUN	4
śarīra	NOUN	4
carṣaṇi	NOUN	4
nemi	NOUN	4
tan	NOUN	4
dhūti	NOUN	4
meṣa	NOUN	4
arci	NOUN	4
śundhyu	ADJ	4
parīṇas	NOUN	4
tṛṣu	ADJ	4
vaṃsaga	NOUN	4
akṣita	ADJ	4
vareṇya	ADJ	4
vāghant	NOUN	4
dhiyāvasu	ADJ	4
varivas	NOUN	4
taṣṭṛ	NOUN	4
varpas	NOUN	4
ābhū	NOUN	4
śās	NOUN	4
usra	NOUN	4
sad	ADJ	4
pāvan	ADJ	4
hotra	NOUN	4
aśvāvat	ADJ	4
śaviṣṭha	ADJ	4
vagnu	NOUN	4
sic	NOUN	4
oṣadhi	NOUN	4
nakta	NOUN	4
jit	ADJ	4
śatamūti	ADJ	4
vibhvan	ADJ	4
dṛḍha	ADJ	4
sat	ADJ	4
prayasvat	ADJ	4
dhāyas	ADJ	4
ananta	ADJ	4
pāyu	NOUN	4
asmayu	ADJ	4
aṅga	NOUN	4
dhūrṣad	ADJ	4
vayuna	NOUN	4
ripu	NOUN	4
andha	ADJ	4
abhva	NOUN	4
javīyas	ADJ	4
viṣurūpa	ADJ	4
samanas	ADJ	4
nṛpati	NOUN	4
namasya	ADJ	4
heman	NOUN	4
suvidatra	ADJ	4
dyukṣa	ADJ	4
pāthas	NOUN	4
puṣṭi	NOUN	4
vār	NOUN	4
arcis	NOUN	4
iḍ	NOUN	4
mandin	ADJ	4
pradiś	NOUN	4
avara	ADJ	4
amitra	NOUN	4
vastra	NOUN	4
manīṣin	ADJ	4
māhina	ADJ	4
etaśa	NOUN	4
śuṣṇa	NOUN	4
avasyu	ADJ	4
vṛka	NOUN	4
praṇīti	NOUN	4
pāśa	NOUN	4
śūna	NOUN	4
canas	NOUN	4
haṃsa	NOUN	4
aśvā	NOUN	4
medhā	NOUN	4
eva	ADJ	4
asurya	NOUN	4
arya	ADJ	4
aja	NOUN	4
vicarṣaṇi	ADJ	4
damūnas	NOUN	4
aprayucchat	ADJ	4
samidh	NOUN	4
śaśvattama	ADJ	4
varcas	NOUN	4
śaśvat	ADJ	4
purukṣu	ADJ	4
kāmya	ADJ	4
purāṇa	ADJ	4
aghnyā	NOUN	4
maṃhanā	NOUN	4
vīravat	ADJ	4
sadhryañc	ADJ	4
sava	NOUN	4
apya	ADJ	4
svadhāvat	ADJ	4
upama	ADJ	4
guhya	ADJ	4
sādhana	ADJ	4
raghu	ADJ	4
gavya	ADJ	4
svarbhānu	NOUN	4
pathyā	NOUN	4
ghoṣa	NOUN	4
duṣkṛt	ADJ	4
siṃha	NOUN	4
dṛti	NOUN	4
makha	NOUN	4
gaya	NOUN	4
rebha	NOUN	4
patman	NOUN	4
sarvatāti	NOUN	4
magha	NOUN	4
vṛtratūrya	NOUN	4
asat	ADJ	4
nṛvat	ADJ	4
varman	NOUN	4
tīvra	ADJ	4
samana	NOUN	4
rāṣṭra	NOUN	4
vanaspati	NOUN	4
dharuṇa	NOUN	4
jā	NOUN	4
anṛta	NOUN	4
madhuścut	ADJ	4
vāstoṣpati	NOUN	4
catuṣpada	ADJ	4
etāvat	ADJ	4
janitrī	NOUN	4
indrāsoma	NOUN	4
agha	ADJ	4
divispṛś	ADJ	4
mūra	ADJ	4
śiras	NOUN	4
avya	ADJ	4
jāmi	NOUN	4
yos	NOUN	4
bahu	ADJ	4
atharvan	NOUN	4
tapas	NOUN	4
camasa	NOUN	4
prapatha	NOUN	4
paridhi	NOUN	4
anupūrva	ADJ	4
dina	NOUN	4
amīvā	NOUN	4
sapatna	NOUN	4
upāyana	NOUN	3
dhānā	NOUN	3
ghṛtasnu	ADJ	3
keśin	ADJ	3
gaura	NOUN	3
duḥśaṃsa	ADJ	3
dharuṇa	ADJ	3
gavyūti	NOUN	3
trikadruka	NOUN	3
pād	NOUN	3
nada	NOUN	3
mahina	NOUN	3
sū	NOUN	3
dāsa	NOUN	3
tanyatu	NOUN	3
udvat	NOUN	3
yojana	NOUN	3
vārya	ADJ	3
iṣu	NOUN	3
vandhura	NOUN	3
hariman	NOUN	3
nṛmaṇas	ADJ	3
ṛbhvas	ADJ	3
gūrti	NOUN	3
vena	NOUN	3
āyasa	ADJ	3
manuṣya	ADJ	3
yudh	NOUN	3
śatin	ADJ	3
girvāhas	ADJ	3
viśvaminva	ADJ	3
medhira	ADJ	3
sacetas	ADJ	3
parvan	NOUN	3
parijri	ADJ	3
āyu	ADJ	3
bhūrṇi	ADJ	3
astṛ	NOUN	3
didyut	NOUN	3
śyāva	ADJ	3
sravat	NOUN	3
anavadya	ADJ	3
puraetṛ	NOUN	3
saumanasa	NOUN	3
ārya	ADJ	3
indriya	NOUN	3
stuti	NOUN	3
star	NOUN	3
okya	NOUN	3
saṃsad	NOUN	3
anarvan	ADJ	3
aṃhati	NOUN	3
yakṣma	NOUN	3
pṛkṣa	ADJ	3
trātṛ	NOUN	3
avata	NOUN	3
dohas	NOUN	3
nṛtu	ADJ	3
prapitva	NOUN	3
turvaṇi	ADJ	3
anāśu	ADJ	3
durniyantu	ADJ	3
dyumnin	ADJ	3
diviṣṭi	NOUN	3
ucatha	NOUN	3
dakṣiṇa	ADJ	3
dhanū	NOUN	3
jīva	NOUN	3
śravasyā	NOUN	3
sutuka	ADJ	3
asurya	ADJ	3
dhiṣṇya	ADJ	3
uṣāsānaktā	NOUN	3
budhnya	ADJ	3
urugāya	ADJ	3
vidhartṛ	NOUN	3
aṃśa	NOUN	3
aśvya	NOUN	3
viśpati	NOUN	3
rātiṣāc	ADJ	3
stotṛ	NOUN	3
saṃyat	ADJ	3
divaspṛthivī	NOUN	3
prāñc	ADJ	3
duṣṭara	ADJ	3
dāsvat	ADJ	3
uśij	ADJ	3
rathyā	NOUN	3
urvī	NOUN	3
pāvaka	NOUN	3
nītha	NOUN	3
ajurya	ADJ	3
vala	NOUN	3
vardhana	ADJ	3
uda	NOUN	3
amājur	NOUN	3
vajrahasta	NOUN	3
sādana	NOUN	3
gotra	NOUN	3
mahitvana	NOUN	3
ducchunā	NOUN	3
dureva	ADJ	3
vṛdh	ADJ	3
stena	NOUN	3
druh	NOUN	3
śimīvat	ADJ	3
bhaya	NOUN	3
cit	NOUN	3
mātrā	NOUN	3
bhiyas	NOUN	3
sana	ADJ	3
agha	NOUN	3
rapas	NOUN	3
arapas	ADJ	3
khādin	ADJ	3
karṇa	NOUN	3
cakrī	NOUN	3
yāvan	NOUN	3
kakuha	ADJ	3
vanditṛ	ADJ	3
ūrva	NOUN	3
gṛdhra	NOUN	3
taras	NOUN	3
āśā	NOUN	3
vidharman	NOUN	3
uṣarbudh	ADJ	3
sumanas	ADJ	3
arṇava	ADJ	3
arṇa	NOUN	3
jāgṛvi	ADJ	3
samyañc	ADJ	3
panya	ADJ	3
śiprin	ADJ	3
sumedhas	ADJ	3
hrada	NOUN	3
kulyā	NOUN	3
niyutvat	ADJ	3
dhāyas	NOUN	3
purājā	ADJ	3
yāna	NOUN	3
asridh	ADJ	3
āgamiṣṭha	ADJ	3
bhṛṣṭi	NOUN	3
vipāś	NOUN	3
ayas	NOUN	3
śambhu	ADJ	3
sudhita	ADJ	3
mahī	NOUN	3
svāna	NOUN	3
tryaruṇa	NOUN	3
aśvamedha	NOUN	3
ṛc	NOUN	3
śardha	NOUN	3
taviṣa	ADJ	3
usriyā	NOUN	3
yā	ADJ	3
śiśu	ADJ	3
tyajas	NOUN	3
triṣadhastha	ADJ	3
hima	NOUN	3
śruṣṭi	NOUN	3
vāma	NOUN	3
ṛṣabha	NOUN	3
śāka	NOUN	3
sruti	NOUN	3
abhīka	NOUN	3
dakṣas	ADJ	3
sabardugha	ADJ	3
sūnṛta	ADJ	3
ārā	NOUN	3
cariṣṇu	ADJ	3
jāta	NOUN	3
araṇa	ADJ	3
stut	NOUN	3
indrāvaruṇa	NOUN	3
yati	NOUN	3
starī	NOUN	3
dṛś	NOUN	3
preṣṭha	ADJ	3
dattra	NOUN	3
saha	ADJ	3
asama	ADJ	3
pāna	NOUN	3
dvipad	NOUN	3
arjuna	ADJ	3
sārameya	NOUN	3
dat	NOUN	3
taskara	NOUN	3
ripu	ADJ	3
śayu	NOUN	3
ghṛtaścut	ADJ	3
anāga	ADJ	3
maṇḍūka	NOUN	3
atrin	NOUN	3
kravya	NOUN	3
śvan	NOUN	3
vardhana	NOUN	3
vasyas	ADJ	3
gandharva	NOUN	3
vivakṣaṇa	ADJ	3
daṃsanā	NOUN	3
medhyātithi	NOUN	3
sthūra	ADJ	3
svapna	NOUN	3
tuvikūrmi	ADJ	3
pākasthāman	NOUN	3
rohita	ADJ	3
iriṇa	NOUN	3
vāṇī	NOUN	3
madira	ADJ	3
nṛṣāhya	NOUN	3
variman	NOUN	3
ṛtīṣah	ADJ	3
havana	NOUN	3
gavāśir	ADJ	3
tata	NOUN	3
kha	NOUN	3
hetṛ	ADJ	3
keta	NOUN	3
barhiṣad	NOUN	3
vavri	NOUN	3
apīcya	ADJ	3
gopati	NOUN	3
devāvī	ADJ	3
vidvas	ADJ	3
bhāma	NOUN	3
pavi	NOUN	3
sanaya	ADJ	3
dhūma	NOUN	3
ajasra	ADJ	3
yamī	NOUN	3
spaś	NOUN	3
samiti	NOUN	3
asu	NOUN	3
asunīti	NOUN	3
mās	NOUN	3
navagva	NOUN	3
surabhi	ADJ	3
vahatu	NOUN	3
drāghīyas	ADJ	3
vidhavā	NOUN	3
duvas	NOUN	3
tūtuji	ADJ	3
śmaśru	NOUN	3
vimada	NOUN	3
purutama	ADJ	3
amatra	NOUN	3
tīrtha	NOUN	3
sapatnī	NOUN	3
duḥṣvapnya	NOUN	3
bhiṣaj	NOUN	3
vandana	NOUN	3
vrāta	NOUN	3
varatrā	NOUN	3
jīvātu	NOUN	3
sukha	ADJ	3
ābhu	ADJ	3
udaka	NOUN	3
tṛtsu	NOUN	3
sudās	NOUN	3
strī	NOUN	3
pravācana	NOUN	3
kṛta	NOUN	3
babhru	ADJ	3
purohita	NOUN	2
paribhū	ADJ	2
dhenā	NOUN	2
spṛś	ADJ	2
kukṣi	NOUN	2
śākhā	NOUN	2
gnāvat	ADJ	2
neṣṭṛ	NOUN	2
astṛta	ADJ	2
neṣṭra	NOUN	2
dadi	ADJ	2
gārhapatya	NOUN	2
ādhī	NOUN	2
yujya	ADJ	2
vipanyu	ADJ	2
jū	ADJ	2
sahas	ADJ	2
mṛḍīka	NOUN	2
rathī	NOUN	2
vasati	NOUN	2
svarya	ADJ	2
kuliśa	NOUN	2
durmada	ADJ	2
vadhri	ADJ	2
pratimāna	NOUN	2
adhara	ADJ	2
